"adjacency","laplacian","adjacency_weighted","laplacian_weighted"
4.48350199714734,10.6841769328919,469.197044167798,950.116677868042
3.30554448870307,9.90982128452734,110.461728531084,231.53690304356
2.91976880232028,9.21657457829919,51.6782246266907,115.739999468535
2.77945837295005,8.29821461704052,37.9396727156983,90.0590958993142
2.47036009218363,8.20146238046953,35.2016948469743,74.1620111182544
2.41597311157737,7.79934083654816,17.994835204386,51.0741306415302
2.11311503726606,7.36795814191534,13.7357904095303,47.4384534869681
2.03052634138815,6.36771870510974,11.3970734330456,34.503863562074
1.90386734594787,5.90926256447697,10.196449533373,29.9575037720897
1.7285865942176,5.5766697576733,9.74794834085358,27.6613574832933
1.61995080909813,5.35908847617537,7.0556521914108,25.2513979933277
1.51909008038875,5.22816547737198,5.48198248314594,24.6063173504344
1.41504869579985,5.03340261726373,5.19129030637188,23.8101416470885
1.2292481799479,4.78457903302599,3.92916284675371,20.1540364024188
1.11866352465497,4.68179590068114,2.93584260896866,19.0499629915404
0.940122099737044,4.12044072085925,1.70661810624299,16.9494967511029
0,3.87843377687473,0,15.8483295675177
0,3.64433917563686,0,14.4717740300985
0,3.48758266260761,0,11.5431383103475
0,3.37760800749836,0,11.3718814614795
0,3.03449812088148,0,10.243062966925
0,2.85736282920466,0,9.70178435445358
0,2.68854856573406,0,8.61328188128013
0,2.63534980693508,0,8.23959601416278
0,2.6188085062466,0,7.26455309856312
0,2.43759049484231,0,6.48096031983562
0,2.30104413045638,0,6.27960503469744
0,2.25451558021027,0,6.02199431203942
0,2.18136758836903,0,5.56490047470433
0,2.04125924410056,0,5.34317507595663
0,2,0,4.76375547805393
0,1.87758326500283,0,4.46602142081454
0,1.74084873025067,0,4.3320840089563
0,1.60343950843739,0,4.20482236161848
0,1.56016430685348,0,3.80272181229577
0,1.34215284370985,0,3.67390534099251
-0.940122099737045,1.23501519926238,-1.70661810624299,3.1523408775987
-1.11866352465497,1.09422631100954,-2.93584260896866,2.9502813262748
-1.2292481799479,1.04078733232611,-3.92916284675373,2.74910934400086
-1.41504869579985,1,-5.19129030637189,2.13814676346575
-1.51909008038875,1,-5.48198248314596,2.10801378120077
-1.61995080909813,0.999999999999999,-7.05565219141075,2
-1.7285865942176,0.999999999999999,-9.74794834085356,2
-1.90386734594787,0.88446366859037,-10.1964495333731,1.94480443811722
-2.03052634138815,0.797503585496489,-11.3970734330456,1.69153312548359
-2.11311503726606,0.713880168555511,-13.7357904095304,1.43604399583714
-2.41597311157737,0.619944178216466,-17.994835204386,0.991968660919124
-2.47036009218363,0.5872619649239,-35.2016948469743,0.875867949710783
-2.77945837295005,0.466788028826363,-37.9396727156983,0.788474541414553
-2.91976880232028,0.331457277525266,-51.6782246266907,0.633632111959538
-3.30554448870307,0.127503117085904,-110.461728531084,0.237086279651174
-4.48350199714734,0,-469.197044167798,0
